gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,0.758573602322752,1,1,-1.3348116010523623,-0.4470845409722883,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,0.7992939660427822,0,0,-1.152013931034089,-0.28958019532209456,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0.758573602322752,1,0,0.6194616711429987,0.824884377029927,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-1.2774445836787656,1,1,-1.4727407520661506,-0.9967835310643299,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-0.055833672077855064,1,1,0.3485887601159204,0.028560935345565516,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
0,0,0,1,0.5956921474426305,1,0,-1.4694171580658184,-0.5588596837467326,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,1,0,0,-0.4223169455581282,1,1,-1.4860351280674797,-0.8218301745724971,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,-1.2774445836787656,1,1,-1.4660935640654862,-0.9966952933356742,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,1.6137012404433893,1,1,0.677624566148813,1.780829869852216,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,1,0.5956921474426305,1,1,0.6709773781481484,0.7669121893032173,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,1.6137012404433893,1,1,0.05777428508684881,1.117017437176358,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,1,1,1.369379058123207,1,1,-0.04858072292378317,0.8426422199218606,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,0.10704778280226633,1,0,0.611152686142168,0.2508979521254397,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.13727439951791576,1,1,0.6693155811479823,0.10431302539637288,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,1,-1.4694171580658184,-0.9909819004052262,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.1552834925186746,1,0,-0.5155456799704636,-0.9138400661280934,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1.3286586944031769,1,1,-0.17155370093607614,0.6441514493111545,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,0,0,-0.21871512695797646,1,1,1.325725396213601,0.30187729985619577,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
0,0,1,0,-0.13727439951791576,1,1,0.3502505571160864,-0.00721946362426836,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-0.13727439951791576,1,0,0.5097830691320341,-0.029984797617405558,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,1,0,-0.5037576729981889,1,1,0.5396954151350245,-0.26297652013244005,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,1.0436161483629645,1,1,-1.33148800705203,-0.3356402896803025,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,1,-0.748079855318371,1,1,0.7058751151516368,-0.49224019861177665,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,0,1.6137012404433893,1,0,-1.3082228490497045,-0.2509761890352824,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,0.5549717837226001,1,1,0.8105683261621028,0.8672826056489289,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,0,1.5729808767233588,0,0,-0.21642221994056152,0.8233181573462905,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.015113308357824713,1,1,0.6942425361504742,0.16965306346582315,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,-0.2594354906780068,0,1,-0.47898614596680894,-0.44218734703190415,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,1,1,0,1.4508197855632678,1,1,0.5180920541328647,1.4601298450535445,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-1.2367242199587352,1,0,-1.481049737066981,-0.9904745334654566,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,1.1657772395230555,1,0,-1.4694171580658184,-0.4296355301306492,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,0,-0.9516816739185228,1,1,-1.4461520000634926,-0.915560701836877,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.4223169455581282,1,0,-1.2799723000468803,-0.7384896398573105,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,-1.1145631287986442,1,1,0.534710024134526,-0.8486985629481184,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1.3286586944031769,1,1,0.31369102311243185,1.1143923647488545,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,0,-1.1145631287986442,1,0,-1.4760643460664828,-0.9648855921553411,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-0.30015585439803716,1,1,0.356897745116751,-0.16708416851599864,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.6137012404433893,1,0,0.4748853321285456,1.5225139192130328,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,-0.21871512695797646,1,0,0.8438042661654253,0.0633707193001882,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,-0.015113308357824713,0,0,-0.47067716096597834,-0.2763224765915951,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,-0.0965540357978854,1,0,1.5184938482328711,0.4620508367982205,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,1,0,1.5322605130033284,1,0,1.2044142152014738,2.120236293125869,0,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,1,0,0,0.3920903288424788,1,1,0.48485611412954227,0.4695731031661078,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1.6137012404433893,1,1,0.8338334841644282,1.9489889212375704,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,0.5956921474426305,1,1,0.00792037508186511,0.26477333495652833,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
1,0,0,0,-1.2367242199587352,1,1,0.5214156481331973,-0.9453188758259683,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.1657772395230555,1,1,-1.3514295710540236,-0.32125753990944456,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-1.1145631287986442,1,1,-0.6883725679877406,-0.9166195545807438,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1.6137012404433893,1,1,1.5301264272340338,2.4717533446574986,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,1,1,1.6137012404433893,1,1,1.6680555782478224,2.6103527569432363,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,0,0,-1.1960038562387048,1,0,0.3419415721152558,-0.9162886630982854,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0.6364125111626608,1,0,-1.5126238800701375,-0.6285454299524695,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,1.247217966963116,1,1,0.8404806721650927,1.5605884991279118,0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
1,0,0,0,-0.21871512695797646,1,1,-0.2679379269457112,-0.27654307091323405,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1.5322605130033284,1,1,0.5114448661322006,1.464916741833109,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,1,1,-1.0331224013585834,1,1,0.21896859410296257,-0.778262796048809,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,-1.318164947398796,1,0,-1.479387940066815,-0.9975114923257382,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,-1.2367242199587352,1,0,0.8504514541660894,-0.9217594022749308,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1.369379058123207,1,0,-1.4976677070686424,-0.4526435178775893,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.1960038562387048,1,0,-1.4926823160681442,-0.9805698484238689,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,1.6137012404433893,1,1,0.8504514541660894,1.8898917024705015,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,-1.2774445836787656,1,0,-1.461108173064988,-0.9966291150391825,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,1.6137012404433893,1,0,0.06940686408801149,1.0937226768112873,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,1,1,1.3286586944031769,1,0,-1.491020519067978,-0.4355253985184086,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.8702409464784621,0,1,-0.9625690730151509,-0.8455881830130094,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,-0.4223169455581282,1,1,0.46823814412788106,-0.29979371241397695,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-0.748079855318371,1,0,-1.4744025490663168,-0.8841701298676578,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,0.35136996512244845,1,1,0.3153528201125979,0.35706999913025517,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.62591876415828,1,0,0.001273187081200524,-0.48714446978191744,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
0,0,0,0,-0.8702409464784621,1,1,-1.4727407520661506,-0.9011117737695273,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,1,0,1.6137012404433893,1,1,1.5251410362335358,2.552667341834657,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
1,0,1,1,-1.1960038562387048,0,0,-0.8130073430001998,-0.9649958893161605,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,1.0843365120829946,1,1,1.4038298552214086,1.708519051218976,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
0,0,1,1,1.5729808767233588,1,1,0.2854404741096075,1.2683010229563338,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,-1.1145631287986442,1,0,-0.6634456129852487,-0.9085458024087593,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.21871512695797646,1,1,-0.3327480099521901,-0.33947863087681984,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,1,1.247217966963116,0,1,-0.803036560999203,0.13640949919483672,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,1.6137012404433893,1,0,-0.31446824295036285,0.751713240542295,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,0.06632741908223598,1,1,-0.13000877593192306,-0.12184027314785477,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,1,-0.3408762181180675,1,0,0.4532819711263863,-0.1973717688770232,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,1.6137012404433893,1,0,0.16246749609731476,1.1596583195491623,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
1,0,1,1,1.125056875803025,0,0,-0.16324471593524553,0.5781496282767875,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,1.4508197855632678,1,1,0.4034280611214026,1.210284716365296,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0,1,1,-0.9924020376385531,1,1,-1.4926823160681442,-0.9411275837148286,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,1,0.06632741908223598,1,0,0.09599561609066982,0.02626675440052076,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,-1.0738427650786138,0,0,-0.6567984249845842,-0.8740227910722671,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,-1.2367242199587352,1,1,-0.018668376920792765,-0.9424290902124982,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,0,-0.055833672077855064,1,0,0.5629605731373504,0.11862959687073935,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,1,1,-0.5037576729981889,1,1,-1.303237458049206,-0.781946721220179,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,-1.2774445836787656,1,0,-1.4876969250676457,-0.9969820659538049,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,1,1,0,1.5322605130033284,1,1,0.36188313611724954,1.3816423854144142,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,1,1,0.26992923768238775,1,1,-1.3614003530550205,-0.607059543024838,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,0.5549717837226001,1,1,-0.018668376920792765,0.32195138312533805,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,1,1,1.6137012404433893,1,1,0.40010446712107006,1.4068121975134158,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.5851984004382496,1,0,-0.31779183695069496,-0.5389841353670652,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0,1,0,1.5729808767233588,1,1,1.4553455622265583,2.3542868683847704,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,0.3920903288424788,1,0,-1.3132082400502028,-0.5168805843388448,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,1,1,0.06632741908223598,0,0,-1.1420431490330922,-0.5916841188066048,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0,-1.1145631287986442,1,0,-1.4860351280674797,-0.964267928054752,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0,-0.30015585439803716,1,1,0.6593447991469852,-0.08458189222303993,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,0.9214550572028734,1,1,1.2941512532104444,1.4898880190426356,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,1,0,1.5322605130033284,1,1,0.7723469951582818,1.6353479147313439,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
1,0,1,0,1.1657772395230555,1,1,1.3822264942192488,1.9728131079745745,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,0.43281069256250915,1,1,0.47820892612887816,0.5677375762954302,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,0.5956921474426305,1,1,1.2742096892084507,1.151297794759047,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-1.1145631287986442,1,1,-0.02697736192162338,-0.8654637313926768,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
1,0,0,0,1.2064976032430856,1,1,-1.2949284730483754,-0.315808860164963,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,-0.748079855318371,1,0,-1.303237458049206,-0.8414851286305254,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.06632741908223598,0,1,-0.6617838159850825,-0.36934710202673054,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0,1,1,0.22920887396235737,1,0,-1.3198554280508674,-0.580522046131675,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,1.5322605130033284,1,0,0.31036742911209936,1.2982136129705724,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,1,1,0.18848851024232702,1,1,0.7989357471609396,0.46800688348247155,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1,1.125056875803025,1,1,0.9468356801757247,1.5418600412207668,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,1.2064976032430856,1,0,0.22063039110312907,0.97393996016135,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
0,0,0,0,0.14776814652229667,1,1,0.47987072312904416,0.25376567830674573,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,0.47353105628253944,1,0,-1.4744025490663168,-0.6062874628991017,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,1.6137012404433893,1,1,1.3373579752147637,2.34272772593089,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False
1,0,0,0,-0.7888002190384014,0,1,-1.127086976031597,-0.83193339450356,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,-0.7073594915983407,1,0,-1.4694171580658184,-0.8752360598412812,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,1.3286586944031769,1,1,0.6676537841478158,1.4027312025630956,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,-0.8295205827584317,0,0,-1.0506443140239554,-0.8095871897215366,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,1,0,1.6137012404433893,1,1,0.9052907551715716,1.986401718187532,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,1.6137012404433893,1,0,0.8321716871642622,1.866530763808939,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,1.6137012404433893,1,1,1.6963061272506461,2.7339296959253634,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,1,0.7992939660427822,1,1,0.677624566148813,0.9627117091899288,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
0,0,0,0,-1.2367242199587352,1,0,-1.3265026160515319,-0.978452142936135,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.1145631287986442,1,1,-0.013682985920294679,-0.8502206637674269,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,1.4508197855632678,1,0,-1.4710789550659844,-0.37715614101274847,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,1.6137012404433893,1,0,0.7075369121518029,1.777940084238746,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,1.369379058123207,1,0,0.8055829351616043,1.5965894924193846,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,1,1,1.6137012404433893,0,1,0.001273187081200524,1.076494260291287,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-0.2594354906780068,1,0,-1.4943441130683104,-0.8040502722483995,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,1,1.2879383306831464,1,0,0.9518210711762233,1.5629267989372844,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,0,1,0,1.2064976032430856,0,1,-0.8562140650045189,0.025450555410456568,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,-1.1145631287986442,1,1,-1.4710789550659844,-0.9597898633254818,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,1,-1.1960038562387048,1,1,-1.2749869090463821,-0.9523117158219222,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,1.6137012404433893,1,1,1.111353583192171,2.08952956355373,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,1,1,1.002895784642934,1,1,1.0897502221900113,1.4639681862500618,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,1,1.369379058123207,1,0,-1.4893587220678117,-0.44589333163543815,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,1,0.5142514200025698,1,0,1.1612074931971548,1.0388167501553585,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,-1.1960038562387048,0,1,-0.9958050130184734,-0.9555323929178506,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,1,0.758573602322752,0,0,-0.15327393393424887,0.3517316165465932,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,1.125056875803025,1,0,-0.00038860991896550476,0.7763756857015272,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,0.025607055362205634,1,1,-0.33607160395252245,-0.2711385100330803,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,-0.2594354906780068,1,0,-1.5109620830699715,-0.7833585248786682,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,0,1.4100994218432374,1,1,1.5450826002355291,2.3082488334587263,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,1,0.6771328748826912,0,1,-0.9625690730151509,-0.21960767649822707,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.2774445836787656,1,1,-1.4860351280674797,-0.9969600065216409,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,-1.0331224013585834,1,1,0.6510358141461546,-0.7368351824450186,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,0,0,-0.21871512695797646,1,1,1.5201556452330371,0.2549348282114321,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,1,0.18848851024232702,1,0,0.8787020031689138,0.42697633965763115,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,-0.055833672077855064,1,0,0.8155537171626008,0.2396697011540184,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,-0.015113308357824713,1,1,0.5430190091353566,0.14977751508615575,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,1.247217966963116,1,1,0.5463426031356892,1.1847398939195084,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.0965540357978854,1,1,0.9817334171792131,0.17644736857230192,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,1,0,1.5729808767233588,1,1,1.7062769092516428,2.660714440573403,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,0.8400143297628127,1,0,1.3556377422165908,1.5011383294462208,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,1,0,0.7178532386027215,1,1,0.9850570111795457,1.16259222402696,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,-1.2367242199587352,1,0,-1.504314895069307,-0.993651091697057,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,0.9621754209229036,1,1,1.3572995392167568,1.6716136212087833,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,1.4100994218432374,1,0,0.5513279941361872,1.3759951707804579,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,0,0,-1.1552834925186746,1,1,-0.2779087089467081,-0.9021926859455581,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
